campaign_subject_key	faction_key
#campaign_subject_faction_restriction_junctions_tables;0;db/campaign_subject_faction_restriction_junctions_tables/campaign_subject_faction_restriction_junctions	
barb_hostile_dispute	emp_dacia
barb_hostile_dispute	emp_iceni
barb_hostile_dispute	emp_marcomanni
barb_hostile_dispute	gaul_arverni
barb_hostile_dispute	gaul_nervii
barb_hostile_dispute	gaul_suebi
barb_hostile_dispute	pun_arevaci
barb_hostile_dispute	pun_lusitani
barb_hostile_dispute	rom_ardiaei
barb_hostile_dispute	rom_arevaci
barb_hostile_dispute	rom_arverni
barb_hostile_dispute	rom_boii
barb_hostile_dispute	rom_galatia
barb_hostile_dispute	rom_getae
barb_hostile_dispute	rom_iceni
barb_hostile_dispute	rom_lusitani
barb_hostile_dispute	rom_massagetae
barb_hostile_dispute	rom_nervii
barb_hostile_dispute	rom_roxolani
barb_hostile_dispute	rom_scythia
barb_hostile_dispute	rom_suebi
barb_hostile_governor	emp_dacia
barb_hostile_governor	emp_iceni
barb_hostile_governor	emp_marcomanni
barb_hostile_governor	gaul_arverni
barb_hostile_governor	gaul_nervii
barb_hostile_governor	gaul_suebi
barb_hostile_governor	pun_arevaci
barb_hostile_governor	pun_lusitani
barb_hostile_governor	rom_ardiaei
barb_hostile_governor	rom_arevaci
barb_hostile_governor	rom_arverni
barb_hostile_governor	rom_boii
barb_hostile_governor	rom_galatia
barb_hostile_governor	rom_getae
barb_hostile_governor	rom_iceni
barb_hostile_governor	rom_lusitani
barb_hostile_governor	rom_massagetae
barb_hostile_governor	rom_nervii
barb_hostile_governor	rom_roxolani
barb_hostile_governor	rom_scythia
barb_hostile_governor	rom_suebi
barb_my_sword	emp_dacia
barb_my_sword	emp_iceni
barb_my_sword	emp_marcomanni
barb_my_sword	gaul_arverni
barb_my_sword	gaul_nervii
barb_my_sword	gaul_suebi
barb_my_sword	pun_arevaci
barb_my_sword	pun_lusitani
barb_my_sword	rom_ardiaei
barb_my_sword	rom_arevaci
barb_my_sword	rom_arverni
barb_my_sword	rom_boii
barb_my_sword	rom_galatia
barb_my_sword	rom_getae
barb_my_sword	rom_iceni
barb_my_sword	rom_lusitani
barb_my_sword	rom_massagetae
barb_my_sword	rom_nervii
barb_my_sword	rom_roxolani
barb_my_sword	rom_scythia
barb_my_sword	rom_suebi
barb_secret_meetings	emp_dacia
barb_secret_meetings	emp_iceni
barb_secret_meetings	emp_marcomanni
barb_secret_meetings	gaul_arverni
barb_secret_meetings	gaul_nervii
barb_secret_meetings	gaul_suebi
barb_secret_meetings	pun_arevaci
barb_secret_meetings	pun_lusitani
barb_secret_meetings	rom_ardiaei
barb_secret_meetings	rom_arevaci
barb_secret_meetings	rom_arverni
barb_secret_meetings	rom_boii
barb_secret_meetings	rom_galatia
barb_secret_meetings	rom_getae
barb_secret_meetings	rom_iceni
barb_secret_meetings	rom_lusitani
barb_secret_meetings	rom_massagetae
barb_secret_meetings	rom_nervii
barb_secret_meetings	rom_roxolani
barb_secret_meetings	rom_scythia
barb_secret_meetings	rom_suebi
barb_trading_enemy	emp_dacia
barb_trading_enemy	emp_iceni
barb_trading_enemy	emp_marcomanni
barb_trading_enemy	gaul_arverni
barb_trading_enemy	gaul_nervii
barb_trading_enemy	gaul_suebi
barb_trading_enemy	pun_arevaci
barb_trading_enemy	pun_lusitani
barb_trading_enemy	rom_ardiaei
barb_trading_enemy	rom_arevaci
barb_trading_enemy	rom_arverni
barb_trading_enemy	rom_boii
barb_trading_enemy	rom_galatia
barb_trading_enemy	rom_getae
barb_trading_enemy	rom_iceni
barb_trading_enemy	rom_lusitani
barb_trading_enemy	rom_massagetae
barb_trading_enemy	rom_nervii
barb_trading_enemy	rom_roxolani
barb_trading_enemy	rom_scythia
barb_trading_enemy	rom_suebi
barb_tribal_loyalty	emp_dacia
barb_tribal_loyalty	emp_iceni
barb_tribal_loyalty	emp_marcomanni
barb_tribal_loyalty	gaul_arverni
barb_tribal_loyalty	gaul_nervii
barb_tribal_loyalty	gaul_suebi
barb_tribal_loyalty	pun_arevaci
barb_tribal_loyalty	pun_lusitani
barb_tribal_loyalty	rom_ardiaei
barb_tribal_loyalty	rom_arevaci
barb_tribal_loyalty	rom_arverni
barb_tribal_loyalty	rom_boii
barb_tribal_loyalty	rom_galatia
barb_tribal_loyalty	rom_getae
barb_tribal_loyalty	rom_iceni
barb_tribal_loyalty	rom_lusitani
barb_tribal_loyalty	rom_massagetae
barb_tribal_loyalty	rom_nervii
barb_tribal_loyalty	rom_roxolani
barb_tribal_loyalty	rom_scythia
barb_tribal_loyalty	rom_suebi
barb_young_challenger	emp_dacia
barb_young_challenger	emp_iceni
barb_young_challenger	emp_marcomanni
barb_young_challenger	gaul_arverni
barb_young_challenger	gaul_nervii
barb_young_challenger	gaul_suebi
barb_young_challenger	pun_arevaci
barb_young_challenger	pun_lusitani
barb_young_challenger	rom_ardiaei
barb_young_challenger	rom_arevaci
barb_young_challenger	rom_arverni
barb_young_challenger	rom_boii
barb_young_challenger	rom_galatia
barb_young_challenger	rom_getae
barb_young_challenger	rom_iceni
barb_young_challenger	rom_lusitani
barb_young_challenger	rom_massagetae
barb_young_challenger	rom_nervii
barb_young_challenger	rom_roxolani
barb_young_challenger	rom_scythia
barb_young_challenger	rom_suebi
eas_agrarian_agitator	emp_armenia
eas_agrarian_agitator	emp_parthia
eas_agrarian_agitator	pun_carthage
eas_agrarian_agitator	rom_armenia
eas_agrarian_agitator	rom_carthage
eas_agrarian_agitator	rom_colchis
eas_agrarian_agitator	rom_parthia
eas_agrarian_agitator	rom_pontus
eas_hostile_dispute	emp_armenia
eas_hostile_dispute	emp_parthia
eas_hostile_dispute	pun_carthage
eas_hostile_dispute	rom_armenia
eas_hostile_dispute	rom_carthage
eas_hostile_dispute	rom_colchis
eas_hostile_dispute	rom_parthia
eas_hostile_dispute	rom_pontus
eas_hostile_governor	emp_armenia
eas_hostile_governor	emp_parthia
eas_hostile_governor	pun_carthage
eas_hostile_governor	rom_armenia
eas_hostile_governor	rom_carthage
eas_hostile_governor	rom_colchis
eas_hostile_governor	rom_parthia
eas_hostile_governor	rom_pontus
eas_secret_meetings	emp_armenia
eas_secret_meetings	emp_parthia
eas_secret_meetings	pun_carthage
eas_secret_meetings	rom_armenia
eas_secret_meetings	rom_carthage
eas_secret_meetings	rom_colchis
eas_secret_meetings	rom_parthia
eas_secret_meetings	rom_pontus
eas_temple_sacrilege	emp_armenia
eas_temple_sacrilege	emp_parthia
eas_temple_sacrilege	pun_carthage
eas_temple_sacrilege	rom_armenia
eas_temple_sacrilege	rom_carthage
eas_temple_sacrilege	rom_colchis
eas_temple_sacrilege	rom_parthia
eas_temple_sacrilege	rom_pontus
eas_young_challenger	emp_armenia
eas_young_challenger	emp_parthia
eas_young_challenger	pun_carthage
eas_young_challenger	rom_armenia
eas_young_challenger	rom_carthage
eas_young_challenger	rom_colchis
eas_young_challenger	rom_parthia
eas_young_challenger	rom_pontus
gre_agrarian_agitator	emp_egypt
gre_agrarian_agitator	pel_athenai
gre_agrarian_agitator	pel_boiotia
gre_agrarian_agitator	pel_korinthos
gre_agrarian_agitator	pel_sparta
gre_agrarian_agitator	pun_syracuse
gre_agrarian_agitator	rom_athens
gre_agrarian_agitator	rom_baktria
gre_agrarian_agitator	rom_cimmeria
gre_agrarian_agitator	rom_macedon
gre_agrarian_agitator	rom_massilia
gre_agrarian_agitator	rom_pergamon
gre_agrarian_agitator	rom_ptolemaics
gre_agrarian_agitator	rom_seleucid
gre_agrarian_agitator	rom_sparta
gre_agrarian_agitator	rom_syracuse
gre_hostile_dispute	emp_egypt
gre_hostile_dispute	pel_athenai
gre_hostile_dispute	pel_boiotia
gre_hostile_dispute	pel_korinthos
gre_hostile_dispute	pel_sparta
gre_hostile_dispute	pun_syracuse
gre_hostile_dispute	rom_athens
gre_hostile_dispute	rom_baktria
gre_hostile_dispute	rom_cimmeria
gre_hostile_dispute	rom_macedon
gre_hostile_dispute	rom_massilia
gre_hostile_dispute	rom_pergamon
gre_hostile_dispute	rom_ptolemaics
gre_hostile_dispute	rom_seleucid
gre_hostile_dispute	rom_sparta
gre_hostile_dispute	rom_syracuse
gre_hostile_governor	emp_egypt
gre_hostile_governor	pel_athenai
